,Authors,Title,Year,Cited by,Funding Details,Country
1414,"Cai W., Zhang M., Zhang Y.",Batch mode active learning for regression with expected model change,2017,29.0,"National Natural Science Foundation of China

Science and Technology Commission of Shanghai Municipality

National High-tech Research and Development Program",China
1415,"Li Z., Liu X., Zhang G., Xie N., Wang S.",A multi-granulation decision-theoretic rough set method for distributed fc-decision information systems: An application in medical diagnosis,2017,29.0,"National Natural Science Foundation of China

Natural Science Foundation of Guangxi Province",China
1416,"Huang Z., Xue W., Mao Q., Zhan Y.",Unsupervised domain adaptation for speech emotion recognition using PCANet,2017,29.0,"National Natural Science Foundation of China

China Postdoctoral Science Foundation",China
1417,"Hu H., Lin T., Wang S., Rodriguez L.F.",A cyberGIS approach to uncertainty and sensitivity analysis in biomass supply chain optimization,2017,29.0,National Science Foundation,China
1418,"Huang L., Qu H., Ji P., Liu X., Fan Z.",A novel coordinated path planning method using k-degree smoothing for multi-UAVs,2016,29.0,"National Natural Science Foundation of China

China Scholarship Council",China
1419,"Jiang P., Hu Z., Liu J., Yu S., Wu F.",Fault diagnosis based on chemical sensor data with an active deep neural network,2016,29.0,"National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization

National Natural Science Foundation of China

National Key Research and Development Program of China",China
1420,"Zhao X., Zhang S.",A review on facial expression recognition: Feature extraction and classification,2016,29.0,National Natural Science Foundation of China,China
1421,"Di K., Li W., Yue Z., Sun Y., Liu Y.",A machine learning approach to crater detection from topographic data,2014,29.0,National Natural Science Foundation of China,China
1422,"Tian Z., Zhong H., Sun L., Fischer G., van Velthuizen H., Liang Z.",Improving performance of Agro-Ecological Zone (AEZ) modeling by cross-scale model coupling: An application to japonica rice production in Northeast China,2014,29.0,"National Natural Science Foundation of China

Ministry of Education of the People's Republic of China

East China Normal University

International Institute for Applied Systems Analysis",China
1423,"Chen W.-J., Shao Y.-H., Xu D.-K., Fu Y.-F.",Manifold proximal support vector machine for semi-supervised classification,2014,29.0,"National Natural Science Foundation of China

Science and Technology Department of Zhejiang Province",China
1424,"Ye F.Y., Yu S.S., Leydesdorff L.",The Triple Helix of university-industry-government relations at the country level and its dynamic evolution under the pressures of globalization,2013,29.0,0,China
1425,"Hu Y., Du J., Zhang X., Hao X., Ngai E.W.T., Fan M., Liu M.",An integrative framework for intelligent software project risk planning,2013,29.0,"National Natural Science Foundation of China

Guangdong University of Foreign Studies

Science and Technology Planning Project of Guangdong Province",China
1426,"Kan M., Xu D., Shan S., Li W., Chen X.",Learning prototype hyperplanes for face verification in the wild,2013,29.0,0,China
1427,"Yang Y., Tan W., Li T., Ruan D.",Consensus clustering based on constrained self-organizing map and improved Cop-Kmeans ensemble in intelligent decision support systems,2012,29.0,"National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities",China
1428,"Schubert W., Gieseler A., Krusche A., Serocka P., Hillert R.",Next-generation biomarkers based on 100-parameter functional super-resolution microscopy TIS,2012,29.0,"Seventh Framework Programme

European Commission

Deutsche Forschungsgemeinschaft

Bundesministerium für Bildung und Forschung

Klaus Tschira Stiftung",China
1429,Yu X.,A stock model with jumps for uncertain markets,2012,29.0,National Natural Science Foundation of China,China
1430,"Guo C., Zhibin J., Zhang H., Li N.",Decomposition-based classified ant colony optimization algorithm for scheduling semiconductor wafer fabrication system,2012,29.0,"National Natural Science Foundation of China

National High-tech Research and Development Program",China
1431,"Ren Z.-G., Feng Z.-R., Zhang A.-M.",Fusing ant colony optimization with Lagrangian relaxation for the multiple-choice multidimensional knapsack problem,2012,29.0,National Natural Science Foundation of China,China
1432,"Chen Y., Zheng W.X.",Stability and L2 performance analysis of stochastic delayed neural networks,2011,29.0,"National Science Foundation

Australian Research Council

National Natural Science Foundation of China

National Key Research and Development Program of China",China
1433,"Wang J., Yang J., Wu W.",Convergence of cyclic and almost-cyclic learning with momentum for feedforward neural networks,2011,29.0,"National Natural Science Foundation of China

China Scholarship Council",China
1434,"Liu B., Lu W., Chen T.",Global almost sure self-synchronization of Hopfield neural networks with randomly switching connections,2011,29.0,"National Natural Science Foundation of China

Fudan University",China
1435,"Liu J., Chen S., Zhou Z.-H., Tan X.",Generalized low-rank approximations of matrices revisited,2010,29.0,National Natural Science Foundation of China,China
1436,"Jiang L., Song E., Xu X., Ma G., Zheng B.",Automated Detection of Breast Mass Spiculation Levels and Evaluation of Scheme Performance,2008,29.0,National Cancer Institute,China
1437,"Liu Z.-w., Teng H.-f.",Human-computer cooperative layout design method and its application,2008,29.0,"National Natural Science Foundation of China

Kementerian Pendidikan Malaysia",China
1438,"Wang S., Huang X., Junaid K.M.",Configuration of continuous piecewise-linear neural networks,2008,29.0,National Natural Science Foundation of China,China
1439,"Zhang H., Liao X.",LMI-based robust stability analysis of neural networks with time-varying delay,2005,29.0,National Natural Science Foundation of China,China
1440,"Feng D.-Z., Zhang X.-D., Bao Z.",A neural network learning for adaptively extracting cross-correlation features between two high-dimensional data streams,2004,29.0,National Natural Science Foundation of China,China
1441,"Liang Y.C., Feng D.P., Liu G.R., Yang X.W., Han X.",Neural identification of rock parameters using fuzzy adaptive learning parameters,2003,29.0,"National Natural Science Foundation of China

Ministry of Education of the People's Republic of China",China
1442,"Zheng Y., Shadloo M.S., Nasiri H., Maleki A., Karimipour A., Tlili I.",Prediction of viscosity of biodiesel blends using various artificial model and comparison with empirical correlations,2020,28.0,National Natural Science Foundation of China,China
1443,"Jia P., Yu C., Remais J.V., Stein A., Liu Y., Brownson R.C., Lakerveld J., Wu T., Yang L., Smith M., Amer S., Pearce J., Kestens Y., Kwan M.-P., Lai S., Xu F., Chen X., Rundle A., Xiao Q., Xue H., Luo M., Zhao L., Cheng G., Yang S., Zhou X., Li Y., Panter J., Kingham S., Jones A., Johnson B.T., Shi X., Zhang L., Wang L., Wu J., Mavoa S., Toivonen T., Mwenda K.M., Wang Y., Verschuren W.M.M., Vermeulen R., James P.",Spatial Lifecourse Epidemiology Reporting Standards (ISLE-ReSt) statement,2020,28.0,"Wellcome Trust

United Kingdom Clinical Research Collaboration

Medical Research Council

Economic and Social Research Council

National Institute for Health Research

British Heart Foundation

National Health and Medical Research Council

Koninklijke Nederlandse Akademie van Wetenschappen

National Natural Science Foundation of China

Nederlandse Organisatie voor Wetenschappelijk Onderzoek

Chinese Center for Disease Control and Prevention

Education Department of Henan Province

State Key Laboratory of Urban and Regional Ecology

West China Hospital, Sichuan University

Lorentz Center

National Health Commission of the People's Republic of China",China
1444,"Wang S., Cao Y., Huang T., Chen Y., Li P., Wen S.",Sliding mode control of neural networks via continuous or periodic sampling event-triggering algorithm,2020,28.0,"Qatar Foundation

Qatar National Research Fund

National Natural Science Foundation of China",China
1445,"Wang J.-S., Li S.-X.",An Improved Grey Wolf Optimizer Based on Differential Evolution and Elimination Mechanism,2019,28.0,National Natural Science Foundation of China,China
1446,"Yang J., Xu J., Zhang X., Wu C., Lin T., Ying Y.",Deep learning for vibrational spectral analysis: Recent progress and a practical guide,2019,28.0,"National Natural Science Foundation of China

Central South University

Zhejiang University",China
1447,"Han M., Zhong K., Qiu T., Han B.",Interval type-2 fuzzy neural networks for chaotic time series prediction: A concise overview,2019,28.0,"National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities",China
1448,"Wang D., Song B., Chen D., Du X.",Intelligent Cognitive Radio in 5G: AI-Based Hierarchical Cognitive Cellular Networks,2019,28.0,National Natural Science Foundation of China,China
1449,"Zhao Y., Yu Y., Li Y., Han G., Du X.",Machine learning based privacy-preserving fair data trading in big data market,2019,28.0,"National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities",China
1450,"Lv M., Baldi S., Liu Z.",The Non-Smoothness Problem in Disturbance Observer Design: A Set-Invariance-Based Adaptive Fuzzy Control Method,2019,28.0,National Natural Science Foundation of China,China
1451,"Luan J., Yao Z., Zhao F., Song X.",A novel method to solve supplier selection problem: Hybrid algorithm of genetic algorithm and ant colony optimization,2019,28.0,"National Natural Science Foundation of China

Fundamental Funds for Humanities and Social Sciences of Beijing Jiaotong University",China
1452,"Dang B., Wu Q., Song F., Sun J., Yang M., Ma X., Wang H., Hao Y.",A bio-inspired physically transient/biodegradable synapse for security neuromorphic computing based on memristors,2018,28.0,National Natural Science Foundation of China,China
