Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Baldominos A., Quintana D.","Data-driven interaction review of an ed-tech application",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065319001&doi=10.3390%2fs19081910&partnerID=40&md5=864aeb7e5f5a9c7514b250ce956da239","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Llamazares B.","SUOWA operators: An analysis of their conjunctive/disjunctive character",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047068562&doi=10.1016%2fj.fss.2018.05.009&partnerID=40&md5=a5a0663e224efd81954d32cb100808ec","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Marin-Perez R., Michailidis I.T., Garcia-Carrillo D., Korkas C.D., Kosmatopoulos E.B., Skarmeta A.","PLUG-N-HARVEST Architecture for secure and intelligent management of near-zero energy buildings",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061844408&doi=10.3390%2fs19040843&partnerID=40&md5=1c5228ebac494337b18673b43c784be9","Horizon 2020 Framework Programme

Association for Progressive Communications","Final"
"Lanza-Gutiérrez J.M., Caballé N., Gómez-Pulido J.A., Crawford B., Soto R.","Toward a robust multi-objective metaheuristic for solving the relay node placement problem in wireless sensor networks",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061236608&doi=10.3390%2fs19030677&partnerID=40&md5=4156b820aaf24590462694b1f079302e","European Commission

Comisión Nacional de Investigación Científica y Tecnológica

Fondo Nacional de Desarrollo Científico y Tecnológico

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Kalliski M., Pitarch J.L., Jasch C., De Prada C.","Support to decision-making in a network of industrial evaporators [Apoyo a la Toma de Decisión en una Red de Evaporadores Industriales]",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059940172&doi=10.4995%2friai.2018.9233&partnerID=40&md5=e3638455c905be1d99f29c07f6564fe7","Horizon 2020 Framework Programme","Final"
"Petit J., Roura S., Carmona J., Cortadella J., Duch J., Giménez O., Mani A., Mas J., Rodríguez-Carbonell E., Rubio E., De San Pedro E., Venkataramani D.","Jutge.org: Characteristics and Experiences",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023158566&doi=10.1109%2fTLT.2017.2723389&partnerID=40&md5=689c55f5d49d43d753663bb4248a311d","European Commission

Generalitat de Catalunya

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Bordel B., Alcarria R., Robles T., Sanchez-Picot A.","Stochastic and information theory techniques to reduce large datasets and detect cyberattacks in ambient intelligence environments",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048617312&doi=10.1109%2fACCESS.2018.2848100&partnerID=40&md5=e8e93d2091720eaa371c49917a468b99","Ministerio de Economía y Competitividad

European Regional Development Fund

Kementerian Pendidikan Malaysia","Final"
"Del Moral M.J., Tapia J.M., Chiclana F., Al-Hmouz A., Herrera-Viedma E.","An analysis of consensus approaches based on different concepts of coincidence",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048366466&doi=10.3233%2fJIFS-171282&partnerID=40&md5=71b7e6325ff69d1175dcd850ec8196d3","Federación Española de Enfermedades Raras

European Regional Development Fund","Final"
"López A.M., Villalonga G., Sellart L., Ros G., Vázquez D., Xu J., Marín J., Mozafari A.","Training my car to see using virtual worlds",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028471564&doi=10.1016%2fj.imavis.2017.07.007&partnerID=40&md5=734ac8a937291ec3683e1b47abfe861f","Nvidia

FP7 People: Marie-Curie Actions

National Natural Science Foundation of China

Generalitat de Catalunya

Ministerio de Economía y Competitividad

Dirección General de Tráfico","Final"
"Khatib E.J., Barco R., Muñoz P., Serrano I.","Knowledge Acquisition for Fault Management in LTE Networks",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010789842&doi=10.1007%2fs11277-017-3969-x&partnerID=40&md5=1b5b6207eb5ee583776989bb090f60bb","European Regional Development Fund

Junta de Andalucía","Final"
"Muñoz-Organero M., Littlewood C., Parker J., Powell L., Grindell C., Mawson S.","Identification of walking strategies of people with osteoarthritis of the knee using insole pressure sensors",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021730347&doi=10.1109%2fJSEN.2017.2696303&partnerID=40&md5=3858403ce6d3d5168976ca88c536bca1","European Commission

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad

Universidad Carlos III de Madrid

European Regional Development Fund

Agencia Estatal de Investigación

Collaboration for Leadership in Applied Health Research and Care - Greater Manchester","Final"
"Caballero-Ruiz E., García-Sáez G., Rigla M., Villaplana M., Pons B., Hernando M.E.","Automatic classification of glycaemia measurements to enhance data interpretation in an expert system for gestational diabetes",2016,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979598131&doi=10.1016%2fj.eswa.2016.07.019&partnerID=40&md5=19ec3cc3f5ce5ef0fe12d44b40230369","European Regional Development Fund","Final"
"Àlvarez C., Blesa M.J., Duch A., Messegué A., Serna M.","Celebrity games",2016,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992646987&doi=10.1016%2fj.tcs.2016.08.005&partnerID=40&md5=684be5288eea70499fa5e37b9822e74d","European Commission

Agència de Gestió d'Ajuts Universitaris i de Recerca

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Weng L., Dornaika F., Jin Z.","Graph construction based on data self-representativeness and Laplacian smoothness",2016,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971632983&doi=10.1016%2fj.neucom.2016.05.021&partnerID=40&md5=d282bc341752a00857aeff54f89a4e88","National Natural Science Foundation of China

National Basic Research Program of China (973 Program)","Final"
"García-Magariño I., Medrano C., Lombas A.S., Barrasa A.","A hybrid approach with agent-based simulation and clustering for sociograms",2016,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959322738&doi=10.1016%2fj.ins.2016.01.063&partnerID=40&md5=cf661813a07ac1a8f367a18ffa01cb6d","European Social Fund","Final"
"Martín J., Mayor G., Valero O.","On aggregation of normed structures",2011,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955475183&doi=10.1016%2fj.mcm.2011.03.030&partnerID=40&md5=74a7ba0470005e8df95dfecae5522b81","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Salicrú M., Vives S., Zheng T.","Inferential clustering approach for microarray experiments with replicated measurements",2009,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449115218&doi=10.1109%2fTCBB.2008.106&partnerID=40&md5=a9f3f3d4806aea0c4885ff644daa9412","National Institute of General Medical Sciences

Ministerio de Ciencia e Innovación","Final"
"Yazdani M., Wang Z.X., Chan F.T.S.","A decision support model based on the combined structure of DEMATEL, QFD and fuzzy values",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078889196&doi=10.1007%2fs00500-020-04685-2&partnerID=40&md5=d6e657ae1717dd549cb228e76a01f7d5","National Natural Science Foundation of China","Final"
"Belanche D., Casaló L.V., Flavián C., Schepers J.","Robots or frontline employees? Exploring customers’ attributions of responsibility and stability after service failure or success",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088958375&doi=10.1108%2fJOSM-05-2019-0156&partnerID=40&md5=ca44aba12bf7cfe2ab7ff1f86238d9a5","European Social Fund

Gobierno de Aragón","Final"
"Han B., Lin Y., Yang Y., Mao N., Li W., Wang H., Yasuda K., Wang X., Fatemi V., Zhou L., Wang J.I.-J., Ma Q., Cao Y., Rodan-Legrain D., Bie Y.-Q., Navarro-Moratalla E., Klein D., MacNeill D., Wu S., Kitadai H., Ling X., Jarillo-Herrero P., Kong J., Yin J., Palacios T.","Deep-Learning-Enabled Fast Optical Identification and Characterization of 2D Materials",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086146704&doi=10.1002%2fadma.202000953&partnerID=40&md5=9c1e35f23b47897e3f1dc28c7ff25a63","National Science Foundation

Army Research Office

Gordon and Betty Moore Foundation

Office of Science

Basic Energy Sciences

National Natural Science Foundation of China

China Scholarship Council","Final"
"Díez J., Pérez-Núñez P., Luaces O., Remeseiro B., Bahamonde A.","Towards explainable personalized recommendations by learning from users’ photos",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079653482&doi=10.1016%2fj.ins.2020.02.018&partnerID=40&md5=acece839a338abf58723515d82a7f777","Nvidia

Gobierno del Principado de Asturias

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Ortego P., Diez-Olivan A., Del Ser J., Veiga F., Penalva M., Sierra B.","Evolutionary LSTM-FCN networks for pattern classification in industrial processes",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078973550&doi=10.1016%2fj.swevo.2020.100650&partnerID=40&md5=8946c8f98d879da572a3c3a430237601","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Podpora M., Gardecki A., Beniak R., Klin B., Vicario J.L., Kawala-Sterniuk A.","Human interaction smart subsystem—extending speech-based human-robot interaction systems with an implementation of external smart sensors",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083844056&doi=10.3390%2fs20082376&partnerID=40&md5=327a24d05881af58f0507a0f8528aeb1","European Commission

European Regional Development Fund","Final"
"de Campos L.M., Fernández-Luna J.M., Huete J.F., Redondo-Expósito L.","Automatic construction of multi-faceted user profiles using text clustering and its application to expert recommendation and filtering problems",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076537978&doi=10.1016%2fj.knosys.2019.105337&partnerID=40&md5=2a41d2e54c2697c4f29f2b3469752ec9","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Mirás-Avalos J.M., Rubio-Asensio J.S., Ramírez-Cuesta J.M., Maestre-Valero J.F., Intrigliolo D.S.","Irrigation-advisor-a decision support system for irrigation of vegetable crops",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075575602&doi=10.3390%2fw11112245&partnerID=40&md5=35787510873f9b90e82672a88f7aff53","Horizon 2020 Framework Programme

European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Pang S., Wang S., Rodriguez-Paton A., Li P., Wang X.","An artificial intelligent diagnostic system on mobile Android terminals for cholelithiasis by lightweight convolutional neural network",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072144747&doi=10.1371%2fjournal.pone.0221720&partnerID=40&md5=94b82ec64014db0c8d401f691cff622b","Faculty of Science and Engineering, University of Manchester

Comunidad de Madrid

Key Technology Research and Development Program of Shandong

National Natural Science Foundation of China

Natural Science Foundation of Shandong Province

European Regional Development Fund

Fundamental Research Funds for the Central Universities","Final"
"Dong Y., Fan Y., Liang H., Chiclana F., Herrera-Viedma E.","Preference evolution with deceptive interactions and heterogeneous trust in bounded confidence model: A simulation analysis",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063915646&doi=10.1016%2fj.knosys.2019.03.010&partnerID=40&md5=7cdd9029c8aab0a395d99064c1dbd3aa","National Natural Science Foundation of China

Ministerio de Economía y Competitividad

Sichuan University

European Regional Development Fund","Final"
"Ukil A., Jara A.J., Marin L.","Data-driven automated cardiac health management with robust edge analytics and de-risking",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068462624&doi=10.3390%2fs19122733&partnerID=40&md5=4de7da964a8ec52ead502ced3e04de42","Horizon 2020 Framework Programme","Final"
"Linkevičius E., Borges J.G., Doyle M., Pülzl H., Nordström E.-M., Vacik H., Brukas V., Biber P., Teder M., Kaimre P., Synek M., Garcia-Gonzalo J.","Linking forest policy issues and decision support tools in Europe",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048532743&doi=10.1016%2fj.forpol.2018.05.014&partnerID=40&md5=c5ecdae4e7ee14995c4d8f7174e93f21","Horizon 2020 Framework Programme

H2020 Marie Skłodowska-Curie Actions

European Cooperation in Science and Technology

Generalitat de Catalunya

Ministerio de EconomÃ­a y Competitividad

Horizon 2020","Final"
"Kel A., Boyarskikh U., Stegmaier P., Leskov L.S., Sokolov A.V., Yevshin I., Mandrik N., Stelmashenko D., Koschmann J., Kel-Margoulis O., Krull M., Martínez-Cardús A., Moran S., Esteller M., Kolpakov F., Filipenko M., Wingender E.","Walking pathways with positive feedback loops reveal DNA methylation biomarkers of colorectal cancer",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064450560&doi=10.1186%2fs12859-019-2687-7&partnerID=40&md5=5a8c9203fe5806d6967e9daa75c63fed","Horizon 2020 Framework Programme

Seventh Framework Programme

Horizon 2020","Final"
"González J.-A., Segarra E., García-Granada F., Sanchis E., Hurtado L.F.","Siamese hierarchical attention networks for extractive summarization",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066439330&doi=10.3233%2fJIFS-179011&partnerID=40&md5=8308ae6e12b9281c154686b241adadb6","Ministerio de Economía y Competitividad

Universitat Politècnica de València

European Regional Development Fund","Final"
"Ruipérez-Valiente J.A., Muñoz-Merino P.J., Delgado Kloos C.","Improving the prediction of learning outcomes in educational platforms including higher level interaction indicators",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050523586&doi=10.1111%2fexsy.12298&partnerID=40&md5=090674e57ba2492326be1b48c2e6add5","Erasmus+","Final"
"Vicente-López E., de Campos L.M., Fernández-Luna J.M., Huete J.F.","Predicting IR personalization performance using pre-retrieval query predictors",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041215166&doi=10.1007%2fs10844-018-0498-3&partnerID=40&md5=512b9abeef30fcd5b3849925542acdf7","Ministerio de EconomÃ­a y Competitividad

European Regional Development Fund","Final"
"Murua M., Suárez A., De Lacalle L.N.L., Santana R., Wretland A.","Feature extraction-based prediction of tool wear of Inconel 718 in face turning",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051517640&doi=10.1784%2finsi.2018.60.8.443&partnerID=40&md5=13dee7748aeca08458074e8718c9166c","Seventh Framework Programme

Ministry of Economy, Trade and Industry

Eusko Jaurlaritza","Final"
"Lungaroni M., Murari A., Peluso E., Vega J., Farias G., Gelfusa M., JET Contributors","On the potential of ruled-based machine learning for disruption prediction on JET",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044164301&doi=10.1016%2fj.fusengdes.2018.02.087&partnerID=40&md5=173bf22dc0f0522e5024bcca382cd30b","H2020 Euratom

Fondo Nacional de Desarrollo Científico y Tecnológico

Ministerio de Economía y Competitividad","Final"
"Hernández J.L., Sanz R., Corredera Á., Palomar R., Lacave I.","A fuzzy-based building energy management system for energy efficiency",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041313740&doi=10.3390%2fbuildings8020014&partnerID=40&md5=cda162e009427bd6eddae4d4a4032594","Horizon 2020 Framework Programme","Final"
"Mountrichas G., Corral A., Masoura V.A., Georgantopoulos I., Ruiz A., Georgakakis A., Carrera F.J., Fotopoulou S.","Estimating photometric redshifts for X-ray sources in the X-ATLAS field using machine-learning techniques",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037089138&doi=10.1051%2f0004-6361%2f201731762&partnerID=40&md5=e70ac253a806b085b29377550c781c14","Horizon 2020 Framework Programme

European Space Agency

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
